SpeechRecognition,workflow-compute-cpu-1,wav2vec2-base-960h,264.52877183333334
SpeechRecognition,workflow-compute-cpu-1,wav2vec2-large-960h-lv60-self,773.5373735833333
SpeechRecognition,workflow-compute-cpu-2,wav2vec2-base-960h,186.05603308333335
SpeechRecognition,workflow-compute-cpu-2,wav2vec2-large-960h-lv60-self,527.4661421666667
SpeechRecognition,workflow-compute-cpu-3,wav2vec2-base-960h,107.50537608333333,
SpeechRecognition,workflow-compute-cpu-3,wav2vec2-large-960h-lv60-self,299.6520658333333
SpeechRecognition,workflow-compute-cpu-4,wav2vec2-base-960h,107.827109
SpeechRecognition,workflow-compute-cpu-4,wav2vec2-large-960h-lv60-self,283.15181
SpeechRecognition,workflow-compute-cpu-5,wav2vec2-base-960h,57.932777333333334
SpeechRecognition,workflow-compute-cpu-5,wav2vec2-large-960h-lv60-self,166.46864333333332
SpeechRecognition,workflow-compute-cpu-6,wav2vec2-base-960h,70.58440133333333
SpeechRecognition,workflow-compute-cpu-6,wav2vec2-large-960h-lv60-self,162.993783
SpeechRecognition,workflow-compute-gpu-1,wav2vec2-base-960h,14.732736333333333
SpeechRecognition,workflow-compute-gpu-1,wav2vec2-large-960h-lv60-self,26.894737666666668
SpeechRecognition,workflow-compute-gpu-2,wav2vec2-base-960h,14.732736333333333
SpeechRecognition,workflow-compute-gpu-2,wav2vec2-large-960h-lv60-self,28.2756685
SpeechRecognition,workflow-compute-gpu-3,wav2vec2-base-960h,14.933865583333334
SpeechRecognition,workflow-compute-gpu-3,wav2vec2-large-960h-lv60-self,27.535292666666667
ExtractImageFeature,workflow-compute-cpu-1,resnet18,135.08435991666667
ExtractImageFeature,workflow-compute-cpu-1,resnet34,230.15500458333335
ExtractImageFeature,workflow-compute-cpu-1,resnet50,307.95038375
ExtractImageFeature,workflow-compute-cpu-1,resnet101,465.5516465
ExtractImageFeature,workflow-compute-cpu-1,resnet152,648.8488443333333
ExtractImageFeature,workflow-compute-cpu-2,resnet18,100.29564166666667
ExtractImageFeature,workflow-compute-cpu-2,resnet34,169.12789583333335
ExtractImageFeature,workflow-compute-cpu-2,resnet50,246.47744533333335
ExtractImageFeature,workflow-compute-cpu-2,resnet101,423.47483866666664
ExtractImageFeature,workflow-compute-cpu-2,resnet152,569.48824725
ExtractImageFeature,workflow-compute-cpu-3,resnet18,59.00632775
ExtractImageFeature,workflow-compute-cpu-3,resnet34,94.41725108333333
ExtractImageFeature,workflow-compute-cpu-3,resnet50,133.79275258333334
ExtractImageFeature,workflow-compute-cpu-3,resnet101,229.55306116666665
ExtractImageFeature,workflow-compute-cpu-3,resnet152,320.2329615833333
ExtractImageFeature,workflow-compute-cpu-4,resnet18,55.69166666666666
ExtractImageFeature,workflow-compute-cpu-4,resnet34,89.583218
ExtractImageFeature,workflow-compute-cpu-4,resnet50,147.04746266666666
ExtractImageFeature,workflow-compute-cpu-4,resnet101,214.63784266666664
ExtractImageFeature,workflow-compute-cpu-4,resnet152,307.661677
ExtractImageFeature,workflow-compute-cpu-5,resnet18,36.69487933333333
ExtractImageFeature,workflow-compute-cpu-5,resnet34,53.72906933333333
ExtractImageFeature,workflow-compute-cpu-5,resnet50,76.22845033333333
ExtractImageFeature,workflow-compute-cpu-5,resnet101,122.635791
ExtractImageFeature,workflow-compute-cpu-5,resnet152,168.164837
ExtractImageFeature,workflow-compute-cpu-6,resnet18,36.29415675
ExtractImageFeature,workflow-compute-cpu-6,resnet34,50.51848533333334
ExtractImageFeature,workflow-compute-cpu-6,resnet50,86.86987725
ExtractImageFeature,workflow-compute-cpu-6,resnet101,125.16769191666667
ExtractImageFeature,workflow-compute-cpu-6,resnet152,173.25212933333336
ExtractImageFeature,workflow-compute-gpu-1,resnet18,16.1434125
ExtractImageFeature,workflow-compute-gpu-1,resnet34,19.261931
ExtractImageFeature,workflow-compute-gpu-1,resnet50,18.115538833333332
ExtractImageFeature,workflow-compute-gpu-1,resnet101,23.704129916666666
ExtractImageFeature,workflow-compute-gpu-1,resnet152,31.07346916666667
ExtractImageFeature,workflow-compute-gpu-2,resnet18,17.30008391666667
ExtractImageFeature,workflow-compute-gpu-2,resnet34,17.646546833333332
ExtractImageFeature,workflow-compute-gpu-2,resnet50,17.338979583333334
ExtractImageFeature,workflow-compute-gpu-2,resnet101,23.383582083333334
ExtractImageFeature,workflow-compute-gpu-2,resnet152,30.659489416666666
ExtractImageFeature,workflow-compute-gpu-3,resnet18,15.027363333333332
ExtractImageFeature,workflow-compute-gpu-3,resnet34,17.110882916666664
ExtractImageFeature,workflow-compute-gpu-3,resnet50,17.062156833333333
ExtractImageFeature,workflow-compute-gpu-3,resnet101,23.222158166666667
ExtractImageFeature,workflow-compute-gpu-3,resnet152,30.555976416666667
VQA,workflow-compute-cpu-1,default,45.850947000000005
VQA,workflow-compute-cpu-2,default,29.27694933333333
VQA,workflow-compute-cpu-3,default,18.514892000000007
VQA,workflow-compute-cpu-4,default,17.212836333333332
VQA,workflow-compute-cpu-5,default,11.336513083333333
VQA,workflow-compute-cpu-6,default,11.13725625
VQA,workflow-compute-gpu-1,default,4.585967833333333
VQA,workflow-compute-gpu-2,default,4.585967833333333
VQA,workflow-compute-gpu-3,default,4.585967833333333